"Time of Day,""Process Name"",""PID"",""Operation"",""Path"",""Result"",""Detail""";;;;;;;;;;;;
"6:04:42.6826125 PM,""Multi-Tracker Detection_x64.exe"",""13396"",""Process Start"","""",""SUCCESS"",""Parent PID: 13580, Command line: """"C:\Program Files (x86)\Phoenix Technologies\VZSoft 3.0.2_x64\Multi-Tracker Detection_x64.exe"""" , Current directory: C:\Program Files (x86)\Phoenix Technologies\VZSoft 3.0.2_x64\, Environment: ";;;;;;;;;;;;
"6:04:45.9747063 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegCloseKey"",""HKLM\System\CurrentControlSet\Control\Lsa\FipsAlgorithmPolicy"",""SUCCESS"",""""";;;;;;;;;;;;
"6:04:45.9747354 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\System\CurrentControlSet\Control\Lsa\FipsAlgorithmPolicy"",""REPARSE"",""Desired Access: Query Value""";;;;;;;;;;;;
"6:04:45.9747645 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\System\CurrentControlSet\Control\Lsa\FipsAlgorithmPolicy"",""SUCCESS"",""Desired Access: Query Value""";;;;;;;;;;;;
"6:04:45.9747917 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegQueryValue"",""HKLM\System\CurrentControlSet\Control\Lsa\FipsAlgorithmPolicy\Enabled"",""SUCCESS"",""Type: REG_DWORD, Length: 4, Data: 0""";;;;;;;;;;;;
"6:04:45.9748216 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\System\CurrentControlSet\Control\Lsa"",""REPARSE"",""Desired Access: Query Value""";;;;;;;;;;;;
"6:04:45.9748483 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\System\CurrentControlSet\Control\Lsa"",""SUCCESS"",""Desired Access: Query Value""";;;;;;;;;;;;
"6:04:45.9748777 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegQueryValue"",""HKLM\System\CurrentControlSet\Control\Lsa\FipsAlgorithmPolicy"",""NAME NOT FOUND"",""Length: 20""";;;;;;;;;;;;
"6:04:45.9749072 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegQueryValue"",""HKLM\System\CurrentControlSet\Control\Lsa\FipsAlgorithmPolicy\MDMEnabled"",""NAME NOT FOUND"",""Length: 20""";;;;;;;;;;;;
"6:04:45.9749355 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegCloseKey"",""HKLM\System\CurrentControlSet\Control\Lsa\FipsAlgorithmPolicy"",""SUCCESS"",""""";;;;;;;;;;;;
"6:04:45.9749605 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegCloseKey"",""HKLM\System\CurrentControlSet\Control\Lsa"",""SUCCESS"",""""";;;;;;;;;;;;
"6:04:45.9749873 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\SYSTEM\CurrentControlSet\Policies\Microsoft\Cryptography\Configuration"",""REPARSE"",""Desired Access: Query Value""";;;;;;;;;;;;
"6:04:45.9750211 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\System\CurrentControlSet\Policies\Microsoft\Cryptography\Configuration"",""NAME NOT FOUND"",""Desired Access: Query Value""";;;;;;;;;;;;
"6:04:45.9760212 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CreateFile"",""C:\Program Files\TeamViewer\tv_x64.dll"",""SUCCESS"",""Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened""";;;;;;;;;;;;
"6:04:45.9760796 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""QueryBasicInformationFile"",""C:\Program Files\TeamViewer\tv_x64.dll"",""SUCCESS"",""CreationTime: 11/3/2022 1:57:34 PM, LastAccessTime: 2/16/2026 6:04:42 PM, LastWriteTime: 1/24/2026 10:48:26 PM, ChangeTime: 2/4/2026 4:13:53 PM, FileAttributes: A""";;;;;;;;;;;;
"6:04:45.9761130 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CloseFile"",""C:\Program Files\TeamViewer\tv_x64.dll"",""SUCCESS"",""""";;;;;;;;;;;;
"6:04:45.9762952 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CreateFile"",""C:\Program Files\TeamViewer\tv_x64.dll"",""SUCCESS"",""Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened""";;;;;;;;;;;;
"6:04:45.9763685 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CreateFileMapping"",""C:\Program Files\TeamViewer\tv_x64.dll"",""FILE LOCKED WITH ONLY READERS"",""SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_WRITECOPY""";;;;;;;;;;;;
"6:04:45.9764309 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CreateFileMapping"",""C:\Program Files\TeamViewer\tv_x64.dll"",""SUCCESS"",""SyncType: SyncTypeOther""";;;;;;;;;;;;
"6:04:45.9765502 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""Load Image"",""C:\Program Files\TeamViewer\tv_x64.dll"",""SUCCESS"",""Image Base: 0x7fff305a0000, Image Size: 0xa1000""";;;;;;;;;;;;
"6:04:45.9766742 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CloseFile"",""C:\Program Files\TeamViewer\tv_x64.dll"",""SUCCESS"",""""";;;;;;;;;;;;
"6:04:45.9770406 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CreateFile"",""C:\Program Files\TeamViewer\VERSION.dll"",""NAME NOT FOUND"",""Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a""";;;;;;;;;;;;
"6:04:45.9773360 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CreateFile"",""C:\windows\system32\version.dll"",""SUCCESS"",""Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened""";;;;;;;;;;;;
"6:04:45.9773958 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""QueryBasicInformationFile"",""C:\windows\system32\version.dll"",""SUCCESS"",""CreationTime: 2/4/2026 3:51:47 PM, LastAccessTime: 2/16/2026 6:04:42 PM, LastWriteTime: 2/4/2026 3:51:47 PM, ChangeTime: 2/5/2026 3:12:50 AM, FileAttributes: A""";;;;;;;;;;;;
"6:04:45.9774217 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CloseFile"",""C:\windows\system32\version.dll"",""SUCCESS"",""""";;;;;;;;;;;;
"6:04:45.9775764 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CreateFile"",""C:\windows\system32\version.dll"",""SUCCESS"",""Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened""";;;;;;;;;;;;
"6:04:45.9776461 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CreateFileMapping"",""C:\windows\system32\version.dll"",""FILE LOCKED WITH ONLY READERS"",""SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_WRITECOPY""";;;;;;;;;;;;
"6:04:45.9777029 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CreateFileMapping"",""C:\windows\system32\version.dll"",""SUCCESS"",""SyncType: SyncTypeOther""";;;;;;;;;;;;
"6:04:45.9778293 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""Load Image"",""C:\windows\system32\version.dll"",""SUCCESS"",""Image Base: 0x7fff4c1d0000, Image Size: 0xa000""";;;;;;;;;;;;
"6:04:45.9779559 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CloseFile"",""C:\windows\system32\version.dll"",""SUCCESS"",""""";;;;;;;;;;;;
"6:04:45.9784184 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CreateFile"",""C:\windows\system32\version.dll"",""SUCCESS"",""Desired Access: Read Control, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened""";;;;;;;;;;;;
"6:04:45.9784907 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""QuerySecurityFile"",""C:\windows\system32\version.dll"",""BUFFER OVERFLOW"",""Information: Owner""";;;;;;;;;;;;
"6:04:45.9785206 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""QuerySecurityFile"",""C:\windows\system32\version.dll"",""SUCCESS"",""Information: Owner""";;;;;;;;;;;;
"6:04:45.9785485 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CloseFile"",""C:\windows\system32\version.dll"",""SUCCESS"",""""";;;;;;;;;;;;
"6:04:45.9787521 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CreateFile"",""C:\Program Files\TeamViewer\tv_x64.dll"",""SUCCESS"",""Desired Access: Read Control, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened""";;;;;;;;;;;;
"6:04:45.9788012 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""QuerySecurityFile"",""C:\Program Files\TeamViewer\tv_x64.dll"",""BUFFER OVERFLOW"",""Information: Owner""";;;;;;;;;;;;
"6:04:45.9788285 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""QuerySecurityFile"",""C:\Program Files\TeamViewer\tv_x64.dll"",""SUCCESS"",""Information: Owner""";;;;;;;;;;;;
"6:04:45.9788549 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CloseFile"",""C:\Program Files\TeamViewer\tv_x64.dll"",""SUCCESS"",""""";;;;;;;;;;;;
"6:04:45.9820833 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegQueryValue"",""HKLM\System\CurrentControlSet\Control\Nls\Sorting\Ids\en-US"",""NAME NOT FOUND"",""Length: 90""";;;;;;;;;;;;
"6:04:45.9821278 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegQueryValue"",""HKLM\System\CurrentControlSet\Control\Nls\Sorting\Ids\en"",""NAME NOT FOUND"",""Length: 90""";;;;;;;;;;;;
"6:04:45.9827150 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegQueryKey"",""HKLM"",""SUCCESS"",""Query: HandleTags, HandleTags: 0x0""";;;;;;;;;;;;
"6:04:45.9827598 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\Software\Microsoft\Rpc"",""SUCCESS"",""Desired Access: Read""";;;;;;;;;;;;
"6:04:45.9828085 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegQueryValue"",""HKLM\SOFTWARE\Microsoft\Rpc\MaxRpcSize"",""NAME NOT FOUND"",""Length: 16""";;;;;;;;;;;;
"6:04:45.9828487 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegCloseKey"",""HKLM\SOFTWARE\Microsoft\Rpc"",""SUCCESS"",""""";;;;;;;;;;;;
"6:04:45.9829246 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\System\CurrentControlSet\Services\CCG"",""REPARSE"",""Desired Access: Read""";;;;;;;;;;;;
"6:04:45.9829607 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\System\CurrentControlSet\Services\CCG"",""NAME NOT FOUND"",""Desired Access: Read""";;;;;;;;;;;;
"6:04:45.9829973 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\System\CurrentControlSet\Services\CCG"",""REPARSE"",""Desired Access: Read""";;;;;;;;;;;;
"6:04:45.9830263 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\System\CurrentControlSet\Services\CCG"",""NAME NOT FOUND"",""Desired Access: Read""";;;;;;;;;;;;
"6:04:45.9830589 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\System\CurrentControlSet\Control\ComputerName\ActiveComputerName"",""REPARSE"",""Desired Access: Read""";;;;;;;;;;;;
"6:04:45.9830883 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\System\CurrentControlSet\Control\ComputerName\ActiveComputerName"",""SUCCESS"",""Desired Access: Read""";;;;;;;;;;;;
"6:04:45.9831246 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegQueryValue"",""HKLM\System\CurrentControlSet\Control\ComputerName\ActiveComputerName\ComputerName"",""SUCCESS"",""Type: REG_SZ, Length: 32, Data: DESKTOP-48S0QHI""";;;;;;;;;;;;
"6:04:45.9831608 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegCloseKey"",""HKLM\System\CurrentControlSet\Control\ComputerName\ActiveComputerName"",""SUCCESS"",""""";;;;;;;;;;;;
"6:04:45.9831906 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\System\Setup"",""SUCCESS"",""Desired Access: Read""";;;;;;;;;;;;
"6:04:45.9832203 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegQueryValue"",""HKLM\SYSTEM\Setup\OOBEInProgress"",""SUCCESS"",""Type: REG_DWORD, Length: 4, Data: 0""";;;;;;;;;;;;
"6:04:45.9832507 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegCloseKey"",""HKLM\SYSTEM\Setup"",""SUCCESS"",""""";;;;;;;;;;;;
"6:04:45.9832773 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\System\Setup"",""SUCCESS"",""Desired Access: Read""";;;;;;;;;;;;
"6:04:45.9833049 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegQueryValue"",""HKLM\SYSTEM\Setup\SystemSetupInProgress"",""SUCCESS"",""Type: REG_DWORD, Length: 4, Data: 0""";;;;;;;;;;;;
"6:04:45.9833383 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegCloseKey"",""HKLM\SYSTEM\Setup"",""SUCCESS"",""""";;;;;;;;;;;;
"6:04:45.9833723 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\Multi-Tracker Detection_x64.exe"",""NAME NOT FOUND"",""Desired Access: Query Value, Enumerate Sub Keys""";;;;;;;;;;;;
"6:04:45.9834668 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegQueryKey"",""HKLM"",""SUCCESS"",""Query: HandleTags, HandleTags: 0x0""";;;;;;;;;;;;
"6:04:45.9834966 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\Software\Policies\Microsoft\Windows NT\Rpc"",""NAME NOT FOUND"",""Desired Access: Read""";;;;;;;;;;;;
"6:04:45.9836074 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegQueryKey"",""HKLM"",""SUCCESS"",""Query: HandleTags, HandleTags: 0x0""";;;;;;;;;;;;
"6:04:45.9836358 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\Software\Microsoft\Rpc"",""SUCCESS"",""Desired Access: Query Value""";;;;;;;;;;;;
"6:04:45.9836685 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegQueryValue"",""HKLM\SOFTWARE\Microsoft\Rpc\IdleTimerWindow"",""NAME NOT FOUND"",""Length: 16""";;;;;;;;;;;;
"6:04:45.9837039 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegCloseKey"",""HKLM\SOFTWARE\Microsoft\Rpc"",""SUCCESS"",""""";;;;;;;;;;;;
"6:04:45.9853814 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""Load Image"",""C:\windows\system32\msctf.dll"",""SUCCESS"",""Image Base: 0x7fff52e70000, Image Size: 0x115000""";;;;;;;;;;;;
"6:04:45.9858943 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CreateFile"",""C:\windows\system32\msctf.dll"",""SUCCESS"",""Desired Access: Read Control, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened""";;;;;;;;;;;;
"6:04:45.9859688 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""QuerySecurityFile"",""C:\windows\system32\msctf.dll"",""BUFFER OVERFLOW"",""Information: Owner""";;;;;;;;;;;;
"6:04:45.9860000 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""QuerySecurityFile"",""C:\windows\system32\msctf.dll"",""SUCCESS"",""Information: Owner""";;;;;;;;;;;;
"6:04:45.9860323 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""CloseFile"",""C:\windows\system32\msctf.dll"",""SUCCESS"",""""";;;;;;;;;;;;
"6:04:45.9877081 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegQueryKey"",""HKLM"",""SUCCESS"",""Query: HandleTags, HandleTags: 0x0""";;;;;;;;;;;;
"6:04:45.9877447 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegOpenKey"",""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink"",""SUCCESS"",""Desired Access: Query Value, Enumerate Sub Keys""";;;;;;;;;;;;
"6:04:45.9877963 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegSetInfoKey"",""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink"",""SUCCESS"",""KeySetInformationClass: KeySetHandleTagsInformation, Length: 0""";;;;;;;;;;;;
"6:04:45.9878248 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegQueryKey"",""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink"",""SUCCESS"",""Query: Cached, SubKeys: 0, Values: 68""";;;;;;;;;;;;
"6:04:45.9879726 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegEnumValue"",""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink"",""BUFFER OVERFLOW"",""Index: 0, Length: 220""";;;;;;;;;;;;
"6:04:45.9879966 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegEnumValue"",""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink"",""SUCCESS"",""Index: 0, Name: MingLiU, Type: REG_MULTI_SZ, Length: 546, Data: MICROSS.TTF,Microsoft Sans Serif,40,48, MICROSS.TTF,Microsoft Sans Serif, SIMSUN.TTC,SimSun, MSMINCHO.TTC,MS Mincho, BATANG.TTC,BatangChe, MSJH.TTC,Microsoft JhengHei UI, MSYH.TTC,Microsoft YaHei UI, YUGOTHM.TTC,Yu Gothic UI, MALGUN.TTF,Malgun Gothic, SEGUISYM.TTF,Segoe UI Symbol""";;;;;;;;;;;;
"6:04:45.9882586 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegEnumValue"",""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink"",""BUFFER OVERFLOW"",""Index: 1, Length: 220""";;;;;;;;;;;;
"6:04:45.9882824 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegEnumValue"",""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink"",""SUCCESS"",""Index: 1, Name: PMingLiU, Type: REG_MULTI_SZ, Length: 542, Data: MICROSS.TTF,Microsoft Sans Serif,40,48, MICROSS.TTF,Microsoft Sans Serif, SIMSUN.TTC,SimSun, MSMINCHO.TTC,MS PMincho, BATANG.TTC,Batang, MSJH.TTC,Microsoft JhengHei UI, MSYH.TTC,Microsoft YaHei UI, YUGOTHM.TTC,Yu Gothic UI, MALGUN.TTF,Malgun Gothic, SEGUISYM.TTF,Segoe UI Symbol""";;;;;;;;;;;;
"6:04:45.9884119 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegEnumValue"",""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink"",""BUFFER OVERFLOW"",""Index: 2, Length: 220""";;;;;;;;;;;;
"6:04:45.9884365 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegEnumValue"",""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink"",""SUCCESS"",""Index: 2, Name: MingLiU_HKSCS, Type: REG_MULTI_SZ, Length: 586, Data: MICROSS.TTF,Microsoft Sans Serif,40,48, MICROSS.TTF,Microsoft Sans Serif, MINGLIU.TTC,MingLiU, SIMSUN.TTC,SimSun, MSMINCHO.TTC,MS Mincho, BATANG.TTC,BatangChe, MSJH.TTC,Microsoft JhengHei UI, MSYH.TTC,Microsoft YaHei UI, YUGOTHM.TTC,Yu Gothic UI, MALGUN.TTF,Malgun Gothic, SEGUISYM.TTF,Segoe UI Symbol""";;;;;;;;;;;;
"6:04:45.9886421 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegEnumValue"",""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink"",""BUFFER OVERFLOW"",""Index: 3, Length: 220""";;;;;;;;;;;;
"6:04:45.9886644 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegEnumValue"",""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink"",""SUCCESS"",""Index: 3, Name: MingLiU-ExtB, Type: REG_MULTI_SZ, Length: 586, Data: MICROSS.TTF,Microsoft Sans Serif,40,48, MICROSS.TTF,Microsoft Sans Serif, MINGLIU.TTC,MingLiU, SIMSUN.TTC,SimSun, MSMINCHO.TTC,MS Mincho, BATANG.TTC,BatangChe, MSJH.TTC,Microsoft JhengHei UI, MSYH.TTC,Microsoft YaHei UI, YUGOTHM.TTC,Yu Gothic UI, MALGUN.TTF,Malgun Gothic, SEGUISYM.TTF,Segoe UI Symbol""";;;;;;;;;;;;
"6:04:45.9887431 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegEnumValue"",""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink"",""BUFFER OVERFLOW"",""Index: 4, Length: 220""";;;;;;;;;;;;
"6:04:45.9887645 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegEnumValue"",""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink"",""SUCCESS"",""Index: 4, Name: PMingLiU-ExtB, Type: REG_MULTI_SZ, Length: 584, Data: MICROSS.TTF,Microsoft Sans Serif,40,48, MICROSS.TTF,Microsoft Sans Serif, MINGLIU.TTC,PMingLiU, SIMSUN.TTC,SimSun, MSMINCHO.TTC,MS PMincho, BATANG.TTC,Batang, MSJH.TTC,Microsoft JhengHei UI, MSYH.TTC,Microsoft YaHei UI, YUGOTHM.TTC,Yu Gothic UI, MALGUN.TTF,Malgun Gothic, SEGUISYM.TTF,Segoe UI Symbol""";;;;;;;;;;;;
"6:04:45.9888119 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegEnumValue"",""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink"",""BUFFER OVERFLOW"",""Index: 5, Length: 220""";;;;;;;;;;;;
"6:04:45.9888347 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegEnumValue"",""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink"",""SUCCESS"",""Index: 5, Name: MingLiU_HKSCS-ExtB, Type: REG_MULTI_SZ, Length: 638, Data: MICROSS.TTF,Microsoft Sans Serif,40,48, MICROSS.TTF,Microsoft Sans Serif, MINGLIU.TTC,MingLiU_HKSCS, MINGLIU.TTC,MingLiU, SIMSUN.TTC,SimSun, MSMINCHO.TTC,MS Mincho, BATANG.TTC,BatangChe, MSJH.TTC,Microsoft JhengHei UI, MSYH.TTC,Microsoft YaHei UI, YUGOTHM.TTC,Yu Gothic UI, MALGUN.TTF,Malgun Gothic, SEGUISYM.TTF,Segoe UI Symbol""";;;;;;;;;;;;
"6:04:45.9888795 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegEnumValue"",""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink"",""BUFFER OVERFLOW"",""Index: 6, Length: 220""";;;;;;;;;;;;
"6:04:45.9889071 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegEnumValue"",""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink"",""SUCCESS"",""Index: 6, Name: Microsoft JhengHei, Type: REG_MULTI_SZ, Length: 626, Data: SEGOEUI.TTF,Segoe UI,114,78, SEGOEUI.TTF,Segoe UI, MINGLIU.TTC,MingLiU, MSYH.TTC,Microsoft YaHei,128,96, MSYH.TTC,Microsoft YaHei, MEIRYO.TTC,Meiryo,128,85, MEIRYO.TTC,Meiryo, MALGUN.TTF,Malgun Gothic,128,96, MALGUN.TTF,Malgun Gothic, YUGOTHM.TTC,Yu Gothic UI,128,96, YUGOTHM.TTC,Yu Gothic UI, SEGUISYM.TTF,Segoe UI Symbol""";;;;;;;;;;;;
"6:04:45.9889531 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegEnumValue"",""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink"",""BUFFER OVERFLOW"",""Index: 7, Length: 220""";;;;;;;;;;;;
"6:04:45.9889749 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegEnumValue"",""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink"",""SUCCESS"",""Index: 7, Name: Microsoft JhengHei Bold, Type: REG_MULTI_SZ, Length: 750, Data: SEGOEUIB.TTF,Segoe UI Bold,114,78, SEGOEUIB.TTF,Segoe UI Bold, MINGLIU.TTC,MingLiU, MSYHBD.TTC,Microsoft YaHei Bold,128,96, MSYHBD.TTC,Microsoft YaHei Bold, MEIRYOB.TTC,Meiryo Bold,128,85, MEIRYOB.TTC,Meiryo Bold, MALGUNBD.TTF,Malgun Gothic Bold,128,96, MALGUNBD.TTF,Malgun Gothic Bold, YUGOTHB.TTC,Yu Gothic UI Bold,128,96, YUGOTHB.TTC,Yu Gothic UI Bold, SEGUISYM.TTF,Segoe UI Symbol""";;;;;;;;;;;;
"6:04:45.9890201 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegEnumValue"",""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink"",""BUFFER OVERFLOW"",""Index: 8, Length: 220""";;;;;;;;;;;;
"6:04:45.9890419 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegEnumValue"",""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink"",""SUCCESS"",""Index: 8, Name: Microsoft JhengHei UI, Type: REG_MULTI_SZ, Length: 524, Data: SEGOEUI.TTF,Segoe UI,114,78, SEGOEUI.TTF,Segoe UI, MINGLIU.TTC,MingLiU, MSYH.TTC,Microsoft YaHei UI, MEIRYO.TTC,Meiryo UI, MALGUN.TTF,Malgun Gothic,128,96, MALGUN.TTF,Malgun Gothic, YUGOTHM.TTC,Yu Gothic UI,128,96, YUGOTHM.TTC,Yu Gothic UI, SEGUISYM.TTF,Segoe UI Symbol""";;;;;;;;;;;;
"6:04:45.9890871 PM,""Multi-Tracker Detection_x64.exe"",""10048"",""RegEnumValue"",""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink"",""BUFFER OVERFLOW"",""Index: 9, Length: 220""";;;;;;;;;;;;
